Item Label,Image,Author,Submission DateTime,Year,Date,Instance Of Type Label,Longitude,Latitude,Inception,Admin Entity Label,Historic County Label
"Stirling, Kirk Wynd, St Ninian's Old Parish Church",http://commons.wikimedia.org/wiki/Special:FilePath/LB41095-6%20StNiniansKirk%20and%20yard.jpg,AllyD,2018-09-10 09:03:37,2018,10,church building,-3.93786,56.1026,N/A,Stirling,Stirlingshire
"Stirling, 65-67 King Street, Burgh Buildings",http://commons.wikimedia.org/wiki/Special:FilePath/LB41100%20Athenaeum%20Stirling.jpg,AllyD,2018-09-21 11:00:29,2018,21,clubhouse,-3.93861,56.1185,N/A,Stirling,Stirlingshire
"Ellon, River Ythan, Old Bridge Of Ellon",http://commons.wikimedia.org/wiki/Special:FilePath/Old%20bridge%20of%20Ellon%2C%20%27Auld%20Briggie%27%2002.JPG,Sagaciousphil,2013-09-03 17:54:07,2013,3,road bridge,-2.07314,57.3634,N/A,Aberdeenshire,Aberdeenshire
Crimonmogate House,http://commons.wikimedia.org/wiki/Special:FilePath/Crimonmogate%20House%2004.JPG,Sagaciousphil,2013-09-01 15:56:41,2013,1,house,-1.93484,57.6183,N/A,Aberdeenshire,Aberdeenshire
Earlshall,http://commons.wikimedia.org/wiki/Special:FilePath/Earlshall%20Castle%2C%20from%20SE.jpg,ArchHist,2018-09-01 12:55:07,2018,1,building,-2.8683,56.379,N/A,Fife,Fife
"Drummond Castle, Sundial",http://commons.wikimedia.org/wiki/Special:FilePath/Drummond%20Castle%20-%20view%20of%20sundial%20with%20castle%20in%20background.jpg,ArchHist,2018-09-13 19:50:43,2018,13,sundial,-3.8708,56.3396,N/A,Perth and Kinross,Perthshire
"Longforgan, Main Street, Market Cross",http://commons.wikimedia.org/wiki/Special:FilePath/Longforgan%20mercat%20cross%2C%20Main%20Street%20%28geograph%203680878%29.jpg,Plucas58,2017-09-29 20:23:26,2017,29,market cross,-3.11995,56.4572,N/A,Perth and Kinross,Perthshire
"Helensburgh, 38 - 40 Sinclair Street",http://commons.wikimedia.org/wiki/Special:FilePath/Mackintosh%20Club%20on%20Sinclair%20Street%20DSCN9043.jpg,AlasdairW,2017-09-23 21:55:05,2017,23,architectural structure,-4.73315,56.0036,N/A,Argyll and Bute; Helensburgh,Dunbartonshire
"Edinburgh, 240 Canongate, 3, 4, 5, 6 Chessel's Court, South Block",http://commons.wikimedia.org/wiki/Special:FilePath/Nos%203-7b%20Chessel%27s%20Court%20%28South%20Block%29%2C%20Edinburgh.jpg,Mafrado,2018-09-16 09:26:17,2018,16,architectural structure,-3.18254,55.9502,N/A,City of Edinburgh,Midlothian
"Edinburgh, Dean Village, 15-13 Bell's Brae, The Old Tolbooth",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20-%20Edinburgh%2C%20Dean%20Village%2C%2015-13%20Bell%27s%20Brae%2C%20The%20Old%20Tolbooth%20-%2020140426192616.jpg,Enric,2018-09-24 10:28:02,2018,24,architectural structure,-3.21619,55.9523,N/A,City of Edinburgh,Midlothian
"Arbroath, Western Cemetery, Mortuary Chapel",http://commons.wikimedia.org/wiki/Special:FilePath/Mortuary%20Chapel%20-%20Western%20Cemetery%20-%20Arbroath.jpg,Nick,2013-09-03 19:03:02,2013,3,chapel,-2.61214,56.5664,N/A,Angus; Arbroath,Angus
"Inverness, Margaret Street, Public Library",http://commons.wikimedia.org/wiki/Special:FilePath/Inverness%2C%20Margaret%20Street%2C%20Public%20Library%20-%2020140424165222.jpg,Enric,2018-09-27 20:34:14,2018,27,public library,-4.22452,57.481,N/A,Inverness; Highland,Inverness-shire
"Doune, River Teith, Bridge Of Teith",http://commons.wikimedia.org/wiki/Special:FilePath/Looking%20towards%20Deanston%20with%20inscription%20stone.jpg,SulaLib,2018-09-30 21:55:01,2018,30,bridge,-4.06128,56.1866,N/A,Stirling; Doune,Perthshire
"Edinburgh, 3 Hillside Crescent",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%203%20Hillside%20Crescent.jpg,Wilmm,2017-09-24 17:35:06,2017,24,terrace house,-3.18073,55.9582,N/A,City of Edinburgh,Midlothian
"Deanston, Deanston Mills, Old Spinning Mill",http://commons.wikimedia.org/wiki/Special:FilePath/Deanston%20Mill%20now%20Deanston%20Distillery.jpg,SulaLib,2018-09-30 21:34:19,2018,30,architectural structure,-4.07127,56.1896,N/A,Stirling,Perthshire
"Edinburgh, 1 Hillside Crescent",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%201%20Hillside%20Crescent.jpg,Wilmm,2017-09-24 17:38:56,2017,24,terrace house,-3.18102,55.9581,N/A,City of Edinburgh,Midlothian
"Inverness, 86 - 88 Church Street, Dunbar's Hospital",http://commons.wikimedia.org/wiki/Special:FilePath/Inverness%2C%2086%20-%2088%20Church%20Street%2C%20Dunbar%27s%20Hospital%20-%2020140424191814.jpg,Enric,2018-09-27 23:59:17,2018,27,former hospital,-4.22789,57.48,N/A,Inverness; Highland,Inverness-shire
Kinlochmoidart House,http://commons.wikimedia.org/wiki/Special:FilePath/Kinlochmoidart-geograph-72807.jpg,Plucas58,2017-09-01 19:41:01,2017,1,country house,-5.74063,56.7868,N/A,Highland,Inverness-shire
Grandtully Castle,http://commons.wikimedia.org/wiki/Special:FilePath/Grandtully%20Castle%20%28geograph%203890325%29.jpg,Plucas58,2017-09-29 20:28:28,2017,29,tower house,-3.80959,56.6407,N/A,Perth and Kinross,Perthshire
"Edinburgh, Leith Walk, 1 Baxter's Place",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%20Leith%20Walk%2C%201%20Baxter%27s%20Place.jpg,Wilmm,2017-09-24 15:59:23,2017,24,tenement,-3.18477,55.9573,N/A,City of Edinburgh,Midlothian
Nether Ardgrain,http://commons.wikimedia.org/wiki/Special:FilePath/Nether%20Ardgrain%2C%20Farmhouse%2C%20front.JPG,Sagaciousphil,2013-09-14 12:04:12,2013,14,farmhouse,-2.07993,57.396,N/A,Aberdeenshire,Aberdeenshire
"Edinburgh, 28-30 Hanover Street, Edinburgh Savings Bank",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%2028-30%20Hanover%20Street%2C%20Edinburgh%20Savings%20Bank.jpg,Victuallers,2023-09-11 14:29:31,2023,11,bank building,-3.19745,55.9528,N/A,City of Edinburgh,Midlothian
"Edinburgh, 4 Hillside Crescent",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%204%20Hillside%20Crescent.jpg,Wilmm,2017-09-24 17:34:04,2017,24,terrace house,-3.18054,55.9582,N/A,City of Edinburgh,Midlothian
"Bo'ness, Scotland's Close, Wall",http://commons.wikimedia.org/wiki/Special:FilePath/Bo%27ness%2C%20Scotland%27s%20Close%2C%20Wall.jpg,Stinglehammer,2018-09-30 19:39:20,2018,30,architectural structure,-3.60846,56.0181,N/A,Falkirk; Bo'ness,West Lothian
"New Lanark, Retort House, Chimney",http://commons.wikimedia.org/wiki/Special:FilePath/New%20Lanark%20Dyeworks%2C%20Retort%20House%2C%20Chimney.jpg,Grazzer,2014-09-17 21:32:00,2014,17,chimney,-3.78044,55.6611,N/A,South Lanarkshire,Lanarkshire
Avenue Bridge,http://commons.wikimedia.org/wiki/Special:FilePath/Avenue%20Bridge%20at%20Dumfries%20House%20on%20a%20sunny%20February%20day.jpg,Dbrooke1829,2020-09-14 18:35:43,2020,14,driveway bridge,-4.31363,55.4577,N/A,East Ayrshire,Ayrshire
Picture House,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Wee%20Picture%20House%2C%20Campbeltown%2C%20Kintyre%20-%20geograph.org.uk%20-%2053117.jpg,Anvilaquarius,2017-09-07 13:00:25,2017,7,movie theater,-5.60322,55.424,1913-01-01T00:00:00Z,Argyll and Bute,Argyll
"Ardtornish Tower, Game Larders",http://commons.wikimedia.org/wiki/Special:FilePath/Game%20Larders%2C%20Ardtornish%20House%20-%20view%20from%20S.jpg,ArchHist,2018-09-29 11:25:19,2018,29,game larder,-5.73913,56.5634,N/A,Highland,Argyll
"Edinburgh, Inverleith Row, 30 Howard Place",http://commons.wikimedia.org/wiki/Special:FilePath/City%20of%20Edinburgh%20-%20Edinburgh%2C%20Inverleith%20Row%2C%2030%20Howard%20Place%20-%2020230919154231.jpg,AlasdairW,2023-09-20 20:47:44,2023,20,terrace house,-3.20281,55.9652,N/A,City of Edinburgh,Midlothian
"Summerhouse, Moray House",http://commons.wikimedia.org/wiki/Special:FilePath/Summerhouse%2C%20Moray%20House%2C%20Edinburgh%2C%20angle%20view.jpg,Mafrado,2018-09-15 10:09:53,2018,15,summer house,-3.1792,55.9503,1700-01-01T00:00:00Z,City of Edinburgh,Midlothian
Wade's Bridge,http://commons.wikimedia.org/wiki/Special:FilePath/Tay%20road%20bridge%20at%20Aberfeldy%20from%20the%20south%20bank.jpg,MarfordIan,2017-09-19 14:36:51,2017,19,road bridge; stone arch bridge,-3.87358,56.6214,1734-01-01T00:00:00Z,Perth and Kinross,Perthshire
"St Colme House, East Lodge",http://commons.wikimedia.org/wiki/Special:FilePath/Fife%20-%20St%20Colme%20House%2C%20East%20Lodge%20-%2020230921155057.jpeg,Stromography,2023-09-21 19:42:20,2023,21,gatehouse,-3.30397,56.0527,N/A,Fife,Fife
"Edinburgh, 517 Lawnmarket, 1 Milne's Court",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C-517-Lawnmarket%2C-1-Milne%27s-Court-%28Q17575249%29.jpg,Andycatlincom,2017-09-28 23:25:06,2017,28,tenement,-3.19444,55.9493,N/A,City of Edinburgh,Midlothian
Ardtornish Tower,http://commons.wikimedia.org/wiki/Special:FilePath/Ardtornish%20House%20-%20view%20from%20SE%20showing%20no-fines%20concrete%20construction%20on%20boundary%20wall.jpg,ArchHist,2018-09-29 11:33:16,2018,29,country house,-5.73964,56.5634,N/A,Highland,Argyll
Dunblane Museum,http://commons.wikimedia.org/wiki/Special:FilePath/Dunblane%20Museum.jpg,Grazzer,2014-09-17 20:21:07,2014,17,museum; independent museum,-3.96405,56.1891,N/A,Stirling; Dunblane,Perthshire
"Edinburgh, 7 Brunswick Street",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%207%20Brunswick%20Street.jpg,Wilmm,2017-09-24 17:19:10,2017,24,architectural structure,-3.17953,55.9586,N/A,City of Edinburgh,Midlothian
"Edinburgh, 15 Brunswick Street",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%2015%20Brunswick%20Street.jpg,Wilmm,2017-09-24 17:09:12,2017,24,architectural structure,-3.17967,55.9589,N/A,City of Edinburgh,Midlothian
"Edinburgh, 3-4 Hunter Square",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%203-4%20Hunter%20Square.jpg,Dogwoodfire,2018-09-23 14:17:14,2018,23,architectural structure,-3.18834,55.9497,N/A,City of Edinburgh,Midlothian
"Bo'ness, 45-51 North Street, Warehouse",http://commons.wikimedia.org/wiki/Special:FilePath/Scotland%20Close%2C%20Bo%27ness.jpg,Stinglehammer,2018-09-30 19:41:15,2018,30,architectural structure,-3.6086,56.0179,N/A,Falkirk; Bo'ness,West Lothian
Orrock House,http://commons.wikimedia.org/wiki/Special:FilePath/Orrok%20or%20Orrock%20House.JPG,Sagaciousphil,2013-09-29 15:11:12,2013,29,house,-2.061478,57.266713,N/A,Aberdeenshire,Aberdeenshire
Stirling Tolbooth,http://commons.wikimedia.org/wiki/Special:FilePath/Stirling%20Tolbooth%2C%20Stirling.jpg,Kilnburn,2009-09-20 22:01:22,2009,20,architectural structure; tolbooth; event venue,-3.94285,56.1207,N/A,Stirling,Stirlingshire
"Portsoy, Shorehead, Old Harbour",http://commons.wikimedia.org/wiki/Special:FilePath/Portsoy%2C%20Old%20Harbour%2C%20Outer%20Wall.jpg,Lee.Klement,2017-09-01 19:48:02,2017,1,harbor,-2.69103,57.6851,N/A,Aberdeenshire; Portsoy,Banffshire
Crailing House,http://commons.wikimedia.org/wiki/Special:FilePath/Crailing%20House%20has%20a%20long%20drive.jpg,Victuallers,2020-09-27 15:03:08,2020,27,house,-2.494612967,55.51202007,N/A,Scottish Borders,Roxburghshire
The Callant statue,http://commons.wikimedia.org/wiki/Special:FilePath/Valiant%20statue%20in%20Hawick.jpg,Victuallers,2018-09-07 17:21:49,2018,7,monument,-2.78477,55.4245,N/A,Scottish Borders,Roxburghshire
Russel House,http://commons.wikimedia.org/wiki/Special:FilePath/Russel%20House%2C%203%20Canongate.jpg,Cromar,2017-09-22 11:09:46,2017,22,architectural structure,-3.17499,55.9528,N/A,City of Edinburgh,Midlothian
"Stirling, Kirk Wynd, St Ninian's Old Parish Church, Churchyard",http://commons.wikimedia.org/wiki/Special:FilePath/LB41095-6%20StNiniansKirk%20and%20yard.jpg,AllyD,2018-09-10 09:03:37,2018,10,churchyard,-3.93744,56.1026,N/A,Stirling,Stirlingshire
"Inverness, Huntly Street, St Mary's Roman Catholic Church",http://commons.wikimedia.org/wiki/Special:FilePath/Inverness%2C%20Huntly%20Street%2C%20St%20Mary%27s%20Roman%20Catholic%20Church%20-%2020140424185438.jpg,Enric,2018-09-27 23:35:31,2018,27,Catholic church building,-4.23008,57.4779,1837-01-01T00:00:00Z,Inverness; Highland,Inverness-shire
"Edinburgh, 6 Inverleith Row",http://commons.wikimedia.org/wiki/Special:FilePath/City%20of%20Edinburgh%20-%20Edinburgh%2C%206%20Inverleith%20Row%20-%2020230919154613.jpg,AlasdairW,2023-09-20 21:03:54,2023,20,terrace house,-3.20299,55.9647,N/A,City of Edinburgh,Midlothian
"Edinburgh, 9 Brunswick Street",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%209%20Brunswick%20Street.jpg,Wilmm,2017-09-24 17:18:11,2017,24,architectural structure,-3.17956,55.9587,N/A,City of Edinburgh,Midlothian
"New Lanark, Mill Number One",http://commons.wikimedia.org/wiki/Special:FilePath/New%20Lanark%20Mill.jpg,Philbarker,2017-09-15 16:30:47,2017,15,mill building,-3.78277,55.6635,N/A,South Lanarkshire,Lanarkshire
"Edinburgh, 1-3 Alva Street",http://commons.wikimedia.org/wiki/Special:FilePath/City%20of%20Edinburgh%20-%20Edinburgh%2C%201-3%20Alva%20Street%20-%2020230923111052.jpg,AlasdairW,2023-09-29 22:22:18,2023,29,architectural structure,-3.20974,55.9506,N/A,City of Edinburgh,Midlothian
"Inverness, 9 - 11 High Street, Caledonian Bank, Head Office",http://commons.wikimedia.org/wiki/Special:FilePath/Inverness%2C%209%20-%2011%20High%20Street%2C%20Caledonian%20Bank%2C%20Head%20Office%20-%2020140424172233.jpg,Enric,2018-09-27 21:59:18,2018,27,office building,-4.22511,57.4778,N/A,Inverness; Highland,Inverness-shire
"Edinburgh, Calton Hill, Rock House",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C-Calton-Hill%2C-Rock-House-%28Q17572247%29.jpg,Andycatlincom,2017-09-23 19:58:06,2017,23,house,-3.18536,55.9543,N/A,City of Edinburgh,Midlothian
"Edinburgh, 7, 7a Hillside Crescent",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%207%2C%207a%20Hillside%20Crescent.jpg,Wilmm,2017-09-24 17:31:18,2017,24,terrace house,-3.18006,55.9583,N/A,City of Edinburgh,Midlothian
"Edinburgh, 11 Brunswick Street",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%2011%20Brunswick%20Street.jpg,Wilmm,2017-09-24 17:16:39,2017,24,architectural structure,-3.1796,55.9587,N/A,City of Edinburgh,Midlothian
"Weem, Old Parish Kirk And Burial-ground",http://commons.wikimedia.org/wiki/Special:FilePath/The%20Old%20Kirk%20of%20Weem%20%28geograph%205115067%29.jpg,Plucas58,2017-09-30 11:44:04,2017,30,church building; cemetery,-3.88745,56.6257,N/A,Perth and Kinross,Perthshire
"Dundee, Chapel Street, Northern Assurance Buildings",http://commons.wikimedia.org/wiki/Special:FilePath/Dundee%2C-Chapel-Street%2C-Northern-Assurance-Buildings-%28Q17575457%29.jpg,Andycatlincom,2017-09-26 13:10:47,2017,26,architectural structure,-2.97052,56.4622,N/A,Dundee City,Angus
"Edinburgh, 1, 1a Randolph Cliff",http://commons.wikimedia.org/wiki/Special:FilePath/1%20Randolph%20Cliff%20Edinburgh%20Scotland.jpg,Andycatlincom,2017-09-20 22:41:02,2017,20,house,-3.21284,55.9522,N/A,City of Edinburgh,Midlothian
"Culzean Castle, Stables And Clock Tower",http://commons.wikimedia.org/wiki/Special:FilePath/Culzean%20Castle%20Clock%20Tower%202.jpg,LornaMCampbell,2019-09-16 22:03:20,2019,16,architectural structure,-4.78798,55.355,N/A,South Ayrshire,Ayrshire
7 Moray Place,http://commons.wikimedia.org/wiki/Special:FilePath/7%20Moray%20Place%2C%20Glasgow.jpg,Stinglehammer,2020-09-24 12:53:50,2020,24,building,-4.27351,55.8373,N/A,Glasgow City,Renfrewshire
"Locomotive Turntable, Engine Shed, Ferryhill, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/Turntable%2C%20%28former%29%20Ferryhill%20locomotive%20depot%2C%20Aberdeen%20%28geograph%205900395%29.jpg,Craobh àrd,2021-09-16 04:05:40,2021,16,architectural structure,-2.09982,57.1312,N/A,Aberdeen City,Aberdeenshire
"Edinburgh, 9 Melville Crescent",http://commons.wikimedia.org/wiki/Special:FilePath/9%20MELVILLE%20CRESCENT%202-42%20MELVILLE%20STREET.JPG,Alexander Khokhlov,2013-09-29 16:23:30,2013,29,terrace house,-3.21323,55.9495,N/A,City of Edinburgh,Midlothian
"Crombie Halls Of Residence, Meston Walk",http://commons.wikimedia.org/wiki/Special:FilePath/Crombie%20Halls%2C.jpg,Watty62,2020-09-11 21:13:23,2020,11,university dormitory,-2.10405,57.1638,N/A,Aberdeen City,Aberdeenshire
1 Moray Place,http://commons.wikimedia.org/wiki/Special:FilePath/1%20Moray%20Place%20and%20corner%20of%20Nithsdale%20Road%2C%20Glasgow.jpg,Stinglehammer,2020-09-24 13:03:10,2020,24,building,-4.27293,55.8375,N/A,Glasgow City,Renfrewshire
"Dundee, Panmure Street, Chamber Of Commerce",http://commons.wikimedia.org/wiki/Special:FilePath/Dundee%2C-Panmure-Street%2C-Chamber-Of-Commerce.jpg,Andycatlincom,2017-09-22 11:18:41,2017,22,architectural structure,-2.9707,56.4632,N/A,Dundee City,Angus
"Chapel, King's College, Old Aberdeen, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/Kings%20College%20Chapel%2C%202003.JPG,Elisa.rolle,2013-09-05 12:00:39,2013,5,church building,-2.10157,57.1642,N/A,Aberdeen City,Aberdeenshire
"Wormistone House, Dovecot",http://commons.wikimedia.org/wiki/Special:FilePath/Wormistoune%20House%20-%20doocot.jpg,ArchHist,2018-09-01 13:08:32,2018,1,dovecote,-2.63132,56.2773,N/A,Fife,Fife
"9 Rosemount Square, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/9%20Rosemount%20Square%2C%20Aberdeen.jpg,Watty62,2020-09-24 17:59:01,2020,24,architectural structure,-2.11163,57.1496,N/A,Aberdeen City,Aberdeenshire
3 Moray Place,http://commons.wikimedia.org/wiki/Special:FilePath/3%20Moray%20Place%2C%20Glasgow.jpg,Stinglehammer,2020-09-24 12:53:00,2020,24,building,-4.27313,55.8374,N/A,Glasgow City,Renfrewshire
"70 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/70%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:47:22,2020,24,building,-2.1273,57.1477,N/A,Aberdeen City,Aberdeenshire
"Edinburgh, Lawnmarket, 5 - 6 Riddle's Court, Bailie John Mcmorran's House",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20-%20Edinburgh%2C%20Lawnmarket%2C%205%20-%206%20Riddle%27s%20Court%2C%20Bailie%20John%20Mcmorran%27s%20House%20-%2020140421151917.jpg,Enric,2018-09-18 21:02:16,2018,18,tenement,-3.19354,55.949,N/A,City of Edinburgh,Midlothian
"Broadford Works, Maberly Street, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/Broadford%20Works%2C%20Maberly%20Street%2C%20Aberdeen%20%28geograph%203933186%29.jpg,AberdeenBill,2014-09-03 20:14:17,2014,3,architectural structure,-2.10808,57.1531,N/A,Aberdeen City,Aberdeenshire
"Devanha House, 12, 14 Devanha Gardens, Ferryhill, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/Devanah%20House%2C%20Ferryhill%2C%20Aberdeen.jpg,AberdeenBill,2014-09-20 21:02:19,2014,20,house,-2.10225,57.1361,N/A,Aberdeen City,Aberdeenshire
"Dundee, Nethergate, City Churches, St Mary's Tower",http://commons.wikimedia.org/wiki/Special:FilePath/Dundee%2C%20Nethergate%2C%20City%20Churches%2C%20St%20Mary%27s%20Tower.jpg,Drkirstyross,2023-09-21 23:34:51,2023,21,church building,-2.97313,56.4594,N/A,Dundee City,Angus
"Edinburgh, Rutland Street, Princes Street Station, Screen Entrance",http://commons.wikimedia.org/wiki/Special:FilePath/Princes%20Street%20Station%2C%20Rutland%20St.jpg,Spillerjzy,2017-09-23 14:46:28,2017,23,architectural structure,-3.20807,55.9493,N/A,City of Edinburgh,Midlothian
"Culzean Castle Estate, Courtyard Including Castle Walls, Mortar Battery, Dolphin Arch And Coach Ring",http://commons.wikimedia.org/wiki/Special:FilePath/Canon%2C%20Culzean%20Castle%20Estate.jpg,LornaMCampbell,2018-09-03 23:14:01,2018,3,architectural structure,-4.78852,55.3548,N/A,South Ayrshire,Ayrshire
8 Moray Place,http://commons.wikimedia.org/wiki/Special:FilePath/8%20Moray%20Place%2C%20Glasgow.jpg,Stinglehammer,2020-09-24 12:37:07,2020,24,building,-4.2736,55.8373,N/A,Glasgow City,Renfrewshire
"7 Rosemount Square, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/7%20Rosemount%20Square%2C%20Aberdeen.jpg,Watty62,2020-09-24 17:56:17,2020,24,architectural structure,-2.11225,57.1495,N/A,Aberdeen City,Aberdeenshire
"78 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/78%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:52:07,2020,24,building,-2.12791,57.1475,N/A,Aberdeen City,Aberdeenshire
Triple Kirks,http://commons.wikimedia.org/wiki/Special:FilePath/Triple%20Kirk%27s%20Public%20House%2C%2069%20Schoolhill%2C%20Aberdeen.jpg,Watty62,2020-09-28 17:37:06,2020,28,pub; former church,-2.10286,57.1476,N/A,Aberdeen City,Aberdeenshire
"799 Pollokshaws Road, Queen's Park, Camphill House",http://commons.wikimedia.org/wiki/Special:FilePath/799%20Pollokshaws%20Road%2C%20Queen%27s%20Park%2C%20Camphill%20House%2001.jpg,Stinglehammer,2017-09-25 22:47:02,2017,25,villa,-4.27516,55.8322,N/A,Glasgow City,Renfrewshire
"84 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/84%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:56:32,2020,24,building,-2.12839,57.1474,N/A,Aberdeen City,Aberdeenshire
"Gagie, Gagie House",http://commons.wikimedia.org/wiki/Special:FilePath/The%20castellated%20and%20domestic%20architecture%20of%20Scotland%2C%20from%20the%20twelfth%20to%20the%20eighteenth%20century%20%281887%29%20%2814801986203%29.jpg,Fæ,2015-09-27 08:53:06,2015,27,house,-2.89683,56.527,N/A,Angus,Angus
"Edinburgh, 312, 314, 316, 318 And 320 Lawnmarket, Fisher's Close",http://commons.wikimedia.org/wiki/Special:FilePath/Fisher%27s%20Close%20Interior.jpg,Chime Hours,2020-09-09 14:12:25,2020,9,architectural structure,-3.19348,55.9492,N/A,City of Edinburgh,Midlothian
"64 Hamilton Place, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/64%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:42:15,2020,24,villa,-2.12676,57.1478,N/A,Aberdeen City,Aberdeenshire
"74 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/74%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:49:01,2020,24,building,-2.12765,57.1476,N/A,Aberdeen City,Aberdeenshire
"96 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/96%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 19:05:33,2020,24,building,-2.1293,57.1472,N/A,Aberdeen City,Aberdeenshire
"Park Gardens, Steps",http://commons.wikimedia.org/wiki/Special:FilePath/Glasgow%20City%20-%20Park%20Gardens%2C%20Steps%20-%2020151116134932.jpg,Mapsenthusiast,2022-09-02 16:28:36,2022,2,perron,-4.2803,55.8682,N/A,Glasgow City,Lanarkshire
"Oldhamstocks, Oldhamstocks Parish Church",http://commons.wikimedia.org/wiki/Special:FilePath/Oldhamstocks%20Parish%20Church.jpg,Eastlothian4th,2018-09-01 13:08:30,2018,1,church building,-2.42089,55.9282,N/A,East Lothian,East Lothian
"8 Rosemount Square, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/8%20Rosemount%20Square%2C%20Aberdeen.jpg,Watty62,2020-09-24 17:57:51,2020,24,architectural structure,-2.11189,57.1496,N/A,Aberdeen City,Aberdeenshire
"20 Balvicar Drive, Camphill Queen's Park Church, Church Hall",http://commons.wikimedia.org/wiki/Special:FilePath/20%20Balvicar%20Drive%2C%20Camphill%20Queen%27s%20Park%20Church%2001.jpg,Stinglehammer,2017-09-25 22:52:08,2017,25,church building,-4.270948,55.8340314,N/A,Glasgow City,Renfrewshire
"Union Street Screen Wall, West Church Of St Nicholas, Union Street, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/DSCN3802%20West%20Church%20Of%20St%20Nicholas%20Union%20Street%20Screen%20Wall.jpg,AlasdairW,2019-09-14 16:13:35,2019,14,architectural structure,-2.09937,57.1465,N/A,Aberdeen City,Aberdeenshire
"90 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/90%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:59:57,2020,24,building,-2.12874,57.1474,N/A,Aberdeen City,Aberdeenshire
"703 Great Western Road, Botanic Gardens, Kibble Palace",http://commons.wikimedia.org/wiki/Special:FilePath/Glasgow%20-%20703%20Great%20Western%20Road%2C%20Botanic%20Gardens%2C%20Kibble%20Palace%20-%2020160407155121.jpg,LornaMCampbell,2017-09-14 22:46:15,2017,14,greenhouse,-4.28843,55.8789,N/A,Glasgow City,Lanarkshire
Triple Kirks,http://commons.wikimedia.org/wiki/Special:FilePath/Triple%20Kirk%27s%20Public%20House%2C%2069%20Schoolhill%2C%20Aberdeen.jpg,Watty62,2020-09-28 17:37:06,2020,28,pub; former church,-2.10263,57.1476,N/A,Aberdeen City,Aberdeenshire
"Edinburgh, 25 Learmonth Terrace",http://commons.wikimedia.org/wiki/Special:FilePath/DSCF0112%20Edinburgh%2C%2025%20Learmonth%20Terrace.jpg,AlasdairW,2022-09-03 22:59:43,2022,3,architectural structure,-3.22082,55.9555,N/A,City of Edinburgh,Midlothian
"Dundee, Baxter Park, Pavilion",http://commons.wikimedia.org/wiki/Special:FilePath/Baxter%20Park%20Pavillon%2C%20Dundee.jpg,LiamHD,2016-09-24 20:16:01,2016,24,pavilion,-2.95081,56.4722,N/A,Dundee City,Angus
